n_variables,n_instances,median_exact_time,median_matrix_time,matrix_matches_exact,matrix_match_rate
100,10,0.0011681318283081055,0.01392674446105957,9,0.9
200,10,0.0022765398025512695,0.02580893039703369,9,0.9
400,10,0.00446927547454834,0.05015909671783447,9,0.9
600,10,0.006791591644287109,0.07516217231750488,9,0.9
800,10,0.009523630142211914,0.10091900825500488,9,0.9
1000,10,0.012798905372619629,0.12505149841308594,9,0.9
