n_variables,n_instances,median_exact_time,median_matrix_time,matrix_matches_exact,matrix_match_rate
100,10,0.15292894840240479,0.03834187984466553,9,0.9
200,10,0.287128210067749,0.06857931613922119,8,0.8
400,10,0.5517963171005249,0.12282752990722656,8,0.8
600,10,0.8129062652587891,0.1805427074432373,7,0.7
800,10,1.079972743988037,0.23224353790283203,7,0.7
1000,10,1.3485944271087646,0.2690746784210205,7,0.7
