n_variables,n_instances,median_exact_time,median_matrix_time,matrix_matches_exact,matrix_match_rate
100,10,0.019223570823669434,0.017305731773376465,8,0.8
200,10,0.03858494758605957,0.03367507457733154,8,0.8
400,10,0.08245599269866943,0.06157195568084717,8,0.8
600,10,0.12637150287628174,0.0941396951675415,7,0.7
800,10,0.1706838607788086,0.1325671672821045,7,0.7
1000,10,0.20961225032806396,0.1632845401763916,7,0.7
