n,dits,k,instance_index,seed,matrix_cost,matrix_time,tau,target_reached,time_to_target,final_cost,target_difference,time_ratio,ratio_lower_bound,status,nodes,best_bound,gap
500,4,4,19,19,-23789.035575715916,0.1984260082244873,192.06480387850576,False,,-18950.995215880503,4838.040359835413,,302.3797159297767,timelimit,13,-24619.12429369578,0.2990940287261175
500,4,4,20,20,-26192.088499064193,0.18532252311706543,192.06480387850576,False,,-25849.51489439062,342.57360467357285,,323.75989162471586,timelimit,40,-26501.776295354088,0.025233000422200103
500,4,4,21,21,-21224.357607286733,0.17774367332458496,192.06480387850576,False,,-20674.784779871075,549.5728274156572,,337.5647575957967,timelimit,689,-22169.662254559353,0.0723044331472558
500,4,4,22,22,-23500.365688042777,0.21519017219543457,192.06480387850576,False,,-1251.521720493585,22248.843967549194,,278.82314228322804,timelimit,2,-24377.72067564086,18.478463918330213
500,4,4,23,23,-25358.504490911128,0.1913285255432129,192.06480387850576,False,,-25346.452435838535,12.052055072592339,,313.5967301773231,timelimit,1072,-25514.445688583593,0.006627880295269799
500,4,4,24,24,-22188.718194251513,0.19387531280517578,192.06480387850576,False,,-9540.795361952558,12647.922832298955,,309.47725696408634,timelimit,1,-22659.35745088364,1.374996694850639
500,4,4,25,25,-25328.715102930928,0.17829155921936035,192.06480387850576,False,,-25269.94129906382,58.773803867108654,,336.5274287953207,timelimit,558,-25551.89479492667,0.01115764113106886
500,4,4,26,26,-23909.41336137006,0.20223402976989746,192.06480387850576,False,,-10039.915497642167,13869.497863727895,,296.6859735142903,timelimit,1,-24606.949806644094,1.4509120432759564
500,4,4,27,27,-21219.545818315517,0.15620994567871094,192.06480387850576,False,,-21164.253698349985,55.29211996553204,,384.0984627406928,timelimit,1016,-22139.61111591142,0.046085131631052705
500,4,4,28,28,-24156.020525484004,0.20189237594604492,192.06480387850576,False,,0.0,24156.020525484004,,297.18804248474845,timelimit,1,-25144.710625157084,1e+20
500,4,4,29,29,-23215.93315574283,0.19774889945983887,192.06480387850576,False,,-23146.248115198723,69.68504054410732,,303.4150893577311,timelimit,521,-23923.584765499814,0.03358367652960056
500,4,4,30,30,-23330.34017376449,0.19324398040771484,192.06480387850576,False,,0.0,23330.34017376449,,310.48832607054203,timelimit,1,-24206.64112481667,1e+20
500,4,4,31,31,-22115.309791713098,0.22090625762939453,192.06480387850576,False,,0.0,22115.309791713098,,271.6084217978993,timelimit,1,-23023.808933005603,1e+20
500,4,4,32,32,-24357.276472867823,0.19912266731262207,192.06480387850576,False,,-24315.751932133026,41.52454073479748,,301.32179731100206,timelimit,913,-24685.122455690216,0.01573091329760123
500,4,4,33,33,-24369.224756725293,0.1732470989227295,192.06480387850576,False,,-22566.133124429885,1803.0916322954072,,346.3261455636888,timelimit,67,-25043.456164559786,0.10978058787433839
500,4,4,34,34,-22432.949013481302,0.20084500312805176,192.06480387850576,False,,-19811.58233897082,2621.366674510482,,298.7378280043447,timelimit,25,-23488.640545627728,0.18560145110690518
500,4,4,35,35,-26845.357845260714,0.19913244247436523,192.06480387850576,False,,-25989.857336446603,855.5005088141115,,301.30700580205024,timelimit,221,-27249.047141350202,0.048449254819533265
500,4,4,36,36,-23189.650394452045,0.18343091011047363,192.06480387850576,False,,-22610.963792663533,578.6866017885113,,327.09863328849116,timelimit,705,-23802.10168842595,0.05267968661393163
500,4,4,37,37,-24172.058730077613,0.1964867115020752,192.06480387850576,False,,-11634.907027147476,12537.151702930138,,305.3641619899894,timelimit,1,-24750.203834466993,1.1272369239150666
500,4,4,38,38,-21427.18831527254,0.20090079307556152,192.06480387850576,False,,-21033.482037632963,393.706277639576,,298.6548688109618,timelimit,1323,-22206.78141476506,0.05578246031887947
500,4,4,39,39,-27702.51748906462,0.19534826278686523,192.06480387850576,False,,-27648.49812840783,54.019360656788194,,307.14376029779703,timelimit,1595,-28087.19073292601,0.01586675782900534
500,4,4,40,40,-24339.439900977406,0.21231770515441895,192.06480387850576,False,,-24312.575496243415,26.86440473399125,,282.5953679009573,timelimit,793,-24713.384589989524,0.016485669850772176
500,4,4,41,41,-23458.76653227488,0.21141910552978516,192.06480387850576,False,,-23210.422031951544,248.34450032333552,,283.7964896769799,timelimit,670,-23709.753813132655,0.021513234563943943
500,4,4,42,42,-22597.065342856276,0.1908576488494873,192.06480387850576,False,,-22519.78247950101,77.28286335526718,,314.37042403952455,timelimit,371,-23198.31157265989,0.030130334689696843
500,4,4,43,43,-25020.503100053556,0.20444178581237793,192.06480387850576,False,,-24971.867463175855,48.63563687770147,,293.48207736291107,timelimit,130,-25373.2531463728,0.016073492484641575
500,4,4,44,44,-25738.58334831016,0.18430733680725098,192.06480387850576,False,,-23058.018571947658,2680.564776362502,,325.5431988730223,timelimit,415,-26372.28061592738,0.14373576956052234
500,4,4,45,45,-24429.145260958157,0.19785189628601074,192.06480387850576,False,,-24033.11906634579,396.0261946123683,,303.25713893216977,timelimit,621,-25061.286376412354,0.042781260997464744
500,4,4,46,46,-25581.183078205428,0.19296598434448242,192.06480387850576,False,,0.0,25581.183078205428,,310.935630462663,timelimit,1,-26203.988394977823,1e+20
500,4,4,47,47,-22756.01752623602,0.2061011791229248,192.06480387850576,False,,-21175.93988806977,1580.0776381662508,,291.1191496105621,timelimit,400,-23234.302202887375,0.09720289270751928
500,4,4,48,48,-20871.719300837765,0.1791069507598877,192.06480387850576,False,,-20748.933771953787,122.78552888397826,,334.99537424673434,timelimit,1165,-21580.549699015577,0.04007992971308116
500,4,4,49,49,-27331.21459455363,0.1893160343170166,192.06480387850576,False,,-27315.39737588001,15.817218673619209,,316.93036575828444,timelimit,871,-27559.3379203751,0.008930495820453643
