n,dits,k,n_instances,n_target_reached,target_success_rate,n_target_not_reached,mean_matrix_time,median_matrix_time,mean_time_to_target,median_time_to_target,min_time_to_target,max_time_to_target,mean_time_ratio,median_time_ratio,min_time_ratio,max_time_ratio
500,2,2,50,50,1.0,0,0.07532793521881104,0.07405722141265869,0.22420387555999355,0.21888318399999207,0.18182685400000764,0.325486246999958,3.002715239525367,2.98083057070821,1.5148664961723293,4.096833729761468
500,2,4,50,50,1.0,0,0.08419413089752198,0.08206582069396973,1.4818416820800053,1.4812758610000003,1.0757154279999668,2.1492499610000095,17.813680254706526,17.798991505291752,9.13271780603099,25.411586125268318
500,4,4,50,2,0.04,48,0.20014192581176757,0.1978003978729248,46.51932213250001,46.51932213250001,36.65995917700002,56.378685088,232.27553991101007,232.27553991101007,190.4247237879212,274.12635603409893
500,6,4,50,1,0.02,49,0.38893713474273683,0.3879958391189575,35.7508955860003,35.7508955860003,35.7508955860003,35.7508955860003,106.9237810270831,106.9237810270831,106.9237810270831,106.9237810270831
